method_code,label,SLOC,CyclomaticComplexity,McClureComplexity,NestingDepth,ProxyIndentation,Readability,FanOut,HalsteadDifficulty,HalsteadEffort,MaintainabilityIndex
"public Split split(final Arc arc) {
    final BSPTree<Sphere1D> minus = new BSPTree<Sphere1D>();
    minus.setAttribute(Boolean.FALSE);
    final BSPTree<Sphere1D> plus = new BSPTree<Sphere1D>();
    plus.setAttribute(Boolean.FALSE);
    final double reference = FastMath.PI + arc.getInf();
    final double arcLength = arc.getSup() - arc.getInf();
    for (final double[] a : this) {
        final double syncedStart = MathUtils.normalizeAngle(a[0], reference) - arc.getInf();
        final double arcOffset = a[0] - syncedStart;
        final double syncedEnd = a[1] - arcOffset;
        if (syncedStart < arcLength) {
                        addArcLimit(minus, a[0], true);
            if (syncedEnd > arcLength) {
                                                final double minusToPlus = arcLength + arcOffset;
                addArcLimit(minus, minusToPlus, false);
                addArcLimit(plus, minusToPlus, true);
                if (syncedEnd > MathUtils.TWO_PI) {
                                                            final double plusToMinus = MathUtils.TWO_PI + arcOffset;
                    addArcLimit(plus, plusToMinus, false);
                    addArcLimit(minus, plusToMinus, true);
                    addArcLimit(minus, a[1], false);
                } else {
                                        addArcLimit(plus, a[1], false);
                }
            } else {
                                addArcLimit(minus, a[1], false);
            }
        } else {
                        addArcLimit(plus, a[0], true);
            if (syncedEnd > MathUtils.TWO_PI) {
                                                final double plusToMinus = MathUtils.TWO_PI + arcOffset;
                addArcLimit(plus, plusToMinus, false);
                addArcLimit(minus, plusToMinus, true);
                if (syncedEnd > MathUtils.TWO_PI + arcLength) {
                                                            final double minusToPlus = MathUtils.TWO_PI + arcLength + arcOffset;
                    addArcLimit(minus, minusToPlus, false);
                    addArcLimit(plus, minusToPlus, true);
                    addArcLimit(plus, a[1], false);
                } else {
                                        addArcLimit(minus, a[1], false);
                }
            } else {
                                addArcLimit(plus, a[1], false);
            }
        }
    }
    return new Split(createSplitPart(plus), createSplitPart(minus));
}",1,1.6666666666666667,0.6666666666666666,0.0,1.0,3.6188830467997297,0.8688930117501553,1.4615384615384615,2.4090581544813614,4.188062750760409,-1.3648974078300764
"private Node tryFoldArrayAccess(Node n, Node left, Node right) {
    Node parent = n.getParent();
    if (right.getType() != Token.NUMBER) {
                return n;
    }
    double index = right.getDouble();
    int intIndex = (int) index;
    if (intIndex != index) {
        error(INVALID_GETELEM_INDEX_ERROR, right);
        return n;
    }
    if (intIndex < 0) {
        error(INDEX_OUT_OF_BOUNDS_ERROR, right);
        return n;
    }
    Node elem = left.getFirstChild();
    for (int i = 0; elem != null && i < intIndex; i++) {
        elem = elem.getNext();
    }
    if (elem == null) {
        error(INDEX_OUT_OF_BOUNDS_ERROR, right);
        return n;
    }
    if (elem.getType() == Token.EMPTY) {
        elem = NodeUtil.newUndefinedNode(elem);
    } else {
        left.removeChild(elem);
    }
        n.getParent().replaceChild(n, elem);
    reportCodeChange();
    return elem;
}",2,0.8571428571428571,0.6666666666666666,1.0,-0.5,-0.17695155622654704,-0.6635890151515154,0.5384615384615384,0.6832372531453276,0.7595862983982551,-0.8636281062952698
"private void processOptionToken(String token, boolean stopAtNonOption) {
    if (options.hasOption(token)) {
        currentOption = options.getOption(token);
        tokens.add(token);
    } else if (stopAtNonOption) {
        eatTheRest = true;
    }
}",1,-0.2857142857142857,0.0,0.0,-0.5,-0.11406666248173107,-0.41003787878787884,-0.3076923076923077,-0.4307151482101818,-0.21103891334390593,0.21548780771828474
"public InterceptFromDefinition interceptFrom() {
    routeCollection.setCamelContext(getContext());
    return routeCollection.interceptFrom();
}",1,-0.47619047619047616,-0.3333333333333333,0.0,-1.0,-0.4888873122766575,-0.09469696969696954,-0.3076923076923077,-0.5767830015970085,-0.26241625434739874,0.21548780771828474
"@Override
public void initialize(InputSplit inSplit, TaskAttemptContext attempt) throws IOException {
    Scanner scanner;
    split = (RangeInputSplit) inSplit;
    log.debug(""Initializing input split: "" + split.getRange());
    Instance instance = getInstance(attempt);
    String principal = getPrincipal(attempt);
    AuthenticationToken token = getAuthenticationToken(attempt);
    Authorizations authorizations = getScanAuthorizations(attempt);
            BatchScanConfig tableConfig = getBatchScanConfig(attempt, split.getTableName());
    try {
        log.debug(""Creating connector with user: "" + principal);
        log.debug(""Creating scanner for table: "" + split.getTableName());
        log.debug(""Authorizations are: "" + authorizations);
        if (tableConfig.isOfflineScan()) {
            scanner = new OfflineScanner(instance, new Credentials(principal, token), split.getTableId(), authorizations);
        } else {
            scanner = new ScannerImpl(instance, new Credentials(principal, token), split.getTableId(), authorizations);
        }
        if (tableConfig.shouldUseIsolatedScanners()) {
            log.info(""Creating isolated scanner"");
            scanner = new IsolatedScanner(scanner);
        }
        if (tableConfig.shouldUseLocalIterators()) {
            log.info(""Using local iterators"");
            scanner = new ClientSideIteratorScanner(scanner);
        }
        setupIterators(attempt, scanner, split.getTableId());
    } catch (Exception e) {
        throw new IOException(e);
    }
        for (Pair<Text, Text> c : tableConfig.getFetchedColumns()) {
        if (c.getSecond() != null) {
            log.debug(""Fetching column "" + c.getFirst() + "":"" + c.getSecond());
            scanner.fetchColumn(c.getFirst(), c.getSecond());
        } else {
            log.debug(""Fetching column family "" + c.getFirst());
            scanner.fetchColumnFamily(c.getFirst());
        }
    }
    scanner.setRange(split.getRange());
    numKeysRead = 0;
        scannerIterator = scanner.iterator();
}",3,1.4285714285714286,0.8333333333333334,0.0,0.0,0.0267758211757584,0.5840220385674936,2.769230769230769,0.3680520391072333,1.5537048583523985,-1.3034632135454267
"long getFlushID() {
    try {
        String zTablePath = Constants.ZROOT + ""/"" + HdfsZooInstance.getInstance().getInstanceID() + Constants.ZTABLES + ""/"" + extent.getTableId() + Constants.ZTABLE_FLUSH_ID;
        return Long.parseLong(new String(ZooReaderWriter.getRetryingInstance().getData(zTablePath, null)));
    } catch (Exception e) {
        throw new RuntimeException(e);
    }
}",1,-0.2857142857142857,-0.16666666666666666,0.0,-0.5,-0.11406666248173107,0.7234848484848492,0.07692307692307693,-0.41854282709461293,-0.14750420198457187,0.21548780771828474
"@Override
public int compare(Revision o1, Revision o2) {
    if (o1.getClusterId() == o2.getClusterId()) {
        return o1.compareRevisionTime(o2);
    }
    Revision range1 = getRevisionSeen(o1);
    Revision range2 = getRevisionSeen(o2);
    if (range1 == FUTURE && range2 == FUTURE) {
        return o1.compareRevisionTimeThenClusterId(o2);
    }
    if (range1 == null || range2 == null) {
        return o1.compareRevisionTimeThenClusterId(o2);
    }
    int comp = range1.compareRevisionTimeThenClusterId(range2);
    if (comp != 0) {
        return comp;
    }
    return Integer.signum(o1.getClusterId() - o2.getClusterId());
}",1,0.23809523809523808,0.3333333333333333,2.0,-0.5,-0.3490554708311188,-0.2938596491228068,0.3076923076923077,0.9658980251626219,0.4400883356595599,-0.3215874420662829
"@Override
public OpenMapRealVector ebeDivide(RealVector v) {
    checkVectorDimensions(v.getDimension());
    OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = entries.iterator();
    while (iter.hasNext()) {
        iter.advance();
        res.setEntry(iter.key(), iter.value() / v.getEntry(iter.key()));
    }
    return res;
}",1,-0.14285714285714285,-0.16666666666666666,0.0,-0.5,-0.1702658401330786,-0.37052341597796157,0.3076923076923077,-0.28907801970942226,-0.12036078114381049,0.21548780771828474
"private synchronized void retry(ZooRunnable op) {
    int sleepTime = 100;
    while (true) {
        ZooKeeper zooKeeper = getZooKeeper();
        try {
            op.run(zooKeeper);
            return;
        } catch (KeeperException e) {
            if (e.code() == Code.NONODE) {
                log.error(""Looked up non existant node in cache "" + e.getPath(), e);
            }
            log.warn(""Zookeeper error, will retry"", e);
        } catch (InterruptedException e) {
            log.warn(""Zookeeper error, will retry"", e);
        } catch (ConcurrentModificationException e) {
            log.debug(""Zookeeper was modified, will retry"");
        }
        try {
                        wait(sleepTime);
        } catch (InterruptedException e) {
            e.printStackTrace();
        }
        if (sleepTime < 10000)
            sleepTime = (int) (sleepTime + sleepTime * Math.random());
    }
}",1,0.5714285714285714,0.8333333333333334,0.0,0.5,0.44818434547152364,-0.18123543123543095,0.3076923076923077,0.08539126708993892,0.23914043876071783,-0.6584903463213547
"@Override
public boolean begin(GenericFileOperations<T> operations, GenericFileEndpoint<T> endpoint, Exchange exchange, GenericFile<T> file) throws Exception {
        boolean result = super.begin(operations, endpoint, exchange, file);
    if (!result) {
        return false;
    }
    if (beginRenamer != null) {
        GenericFile<T> newName = beginRenamer.renameFile(exchange, file);
        GenericFile<T> to = renameFile(operations, file, newName);
        if (to != null) {
            to.bindToExchange(exchange);
        }
    }
    return true;
}",1,0.047619047619047616,0.16666666666666666,0.0,0.0,0.004276243051096307,-0.04696969696969659,-0.23076923076923078,0.22472052350718655,0.11777200543799735,-0.10594592076763643
"public static boolean containsAny(CharSequence cs, char[] searchChars) {
    if (isEmpty(cs) || ArrayUtils.isEmpty(searchChars)) {
        return false;
    }
    int csLength = cs.length();
    int searchLength = searchChars.length;
    int csLast = csLength - 1;
    int searchLast = searchLength - 1;
    for (int i = 0; i < csLength; i++) {
        char ch = cs.charAt(i);
        for (int j = 0; j < searchLength; j++) {
            if (searchChars[j] == ch) {
                if (i < csLast && j < searchLast && ch >= Character.MIN_HIGH_SURROGATE && ch <= Character.MAX_HIGH_SURROGATE) {
                                        if (searchChars[j + 1] == cs.charAt(i + 1)) {
                        return true;
                    }
                } else {
                                        return true;
                }
            }
        }
    }
    return false;
}",3,0.47619047619047616,0.6666666666666666,4.0,1.5,2.4033138978320316,-0.0691287878787877,-0.15384615384615385,1.5348907412456663,1.0270098980353997,-0.601164496820924
"public static final int parseField(byte[] bytes, int startPos, int length, char delimiter) {
    if (length <= 0) {
        throw new NumberFormatException(""Invalid input: Empty string"");
    }
    long val = 0;
    boolean neg = false;
    if (bytes[startPos] == '-') {
        neg = true;
        startPos++;
        length--;
        if (length == 0 || bytes[startPos] == delimiter) {
            throw new NumberFormatException(""Orphaned minus sign."");
        }
    }
    for (; length > 0; startPos++, length--) {
        if (bytes[startPos] == delimiter) {
            return (int) (neg ? -val : val);
        }
        if (bytes[startPos] < 48 || bytes[startPos] > 57) {
            throw new NumberFormatException(""Invalid character."");
        }
        val *= 10;
        val += bytes[startPos] - 48;
        if (val > OVERFLOW_BOUND && (!neg || val > UNDERFLOW_BOUND)) {
            throw new NumberFormatException(""Value overflow/underflow"");
        }
    }
    return (int) (neg ? -val : val);
}",0,0.7142857142857143,0.8333333333333334,4.0,0.0,-0.09840102371283818,-0.20637408568443064,-0.23076923076923078,2.3103065477349745,1.7664027509561657,-0.797861983836784
"public static Number createNumber(String str) {
    try {
        return NumberUtils.createNumber(str);
    } catch (NumberFormatException nfe) {
        System.err.println(nfe.getMessage());
    }
    return null;
}",1,-0.2857142857142857,-0.16666666666666666,0.0,-0.5,-0.2122620382883231,-0.7339015151515154,-0.3076923076923077,-0.5962587153819187,-0.24088994820231957,0.21548780771828474
"public static String bigNumber(long big, String[] SUFFIXES, long base) {
    return String.format(""%,d"", big);
}",3,-0.5238095238095238,-0.3333333333333333,0.0,-1.0,-0.5270812923370379,-0.015151515151515593,-0.46153846153846156,-0.33333657928563076,-0.24068317043307266,0.21548780771828474
